Sort,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
0.481913778,189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,1/31/2019,10:33,,621.8,4.761904762,31.09,6
0.658487377,558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,03-04-2019,15:27,Ewallet,299.7,4.761904762,14.985,7.2
0.306812794,238-45-6950,B,Mandalay,Member,Male,,53.72,1,2.686,56.406,03-01-2019,20:03,Ewallet,53.72,4.761904762,2.686,6.4
0.244227925,399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,34.392,722.232,2/28/2019,19:01,Cash,687.84,4.761904762,34.392,8.2
0.337990122,291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,Five,15.3225,321.7725,3/29/2019,14:28,,306.45,4.761904762,15.3225,7
0.530844359,307-85-2293,B,Mandlay,Normal,Male,Home and lifestyle,50.28,Five,12.57,263.97,03-07-2019,13:58,Ewallet,251.4,4.761904762,12.57,9.7
0.168340739,800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,Five,21.8425,458.6925,1/29/2019,19:45,Cash,436.85,4.761904762,21.8425,6.6
0.331744824,355-53-5943,A,Yangon,Member,Female,Electronic accessories,68.84,Six,20.652,433.692,2/25/2019,14:36,Ewallet,413.04,4.761904762,20.652,5.8
0.651274485,866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,02-11-2019,15:42,Credit card,892,4.761904762,44.6,4.4
0.697407234,172-42-8274,,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,03-02-2019,18:18,Credit card,76.54,4.761904762,3.827,5.8
0.449623578,865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,1/28/2019,17:35,Cash,80.71,4.761904762,4.0355,8.1
0.966544443,852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.625,874.125,01-12-2019,11:25,Credit card,832.5,4.761904762,41.625,4.4
0.826985707,371-85-5789,B,Mandalay,Normal,Male,Health and beauty,87.98,3,13.197,277.137,03-05-2019,10:40,,263.94,4.761904762,13.197,5.1
0.168492776,870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,Five,3.5575,74.7075,02-01-2019,10:08,Credit card,71.15,4.761904762,3.5575,4.4
0.82740999,859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.25,2,8.425,176.925,3/26/2019,14:13,Credit card,168.5,4.761904762,8.425,5.3
0.57294333,746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,,01-11-2019,14:29,Credit card,174.32,4.761904762,8.716,9.7
0.561581337,399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,Six,6.663,139.923,03-07-2019,10:23,,133.26,4.761904762,6.663,8.6
0.403828193,271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,29.22,Six,8.766,184.086,01-01-2019,11:40,Ewallet,175.32,4.761904762,8.766,5
0.315168256,373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,Five,8.9525,188.0025,02-06-2019,18:44,Ewallet,179.05,4.761904762,8.9525,7.9
0.242362337,544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.015,1/28/2019,11:51,,214.3,4.761904762,10.715,6.2
0.592692512,471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,,1,2.621,55.041,02-06-2019,10:22,Credit card,52.42,4.761904762,2.621,6.3
0.5243266,647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,01-12-2019,16:23,Ewallet,294.2,4.761904762,14.71,8.9
0.917753218,458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2/20/2019,18:43,,241.2,4.761904762,12.06,5.8
0.490267163,442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.3355,,01-08-2019,11:42,Credit card,166.71,4.761904762,8.3355,5.9
0.657489265,156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39,4,11.078,232.638,3/25/2019,15:19,Ewallet,221.56,4.761904762,11.078,8
0.354385413,834-61-8124,A,Yangon,,Male,Electronic accessories,51.69,,18.0915,379.9215,1/26/2019,18:22,Cash,361.83,4.761904762,18.0915,5.5
0.672279525,522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,431.256,1/31/2019,10:00,Ewallet,410.72,4.761904762,20.536,7.6
0.327485657,606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,Six,5.745,,1/29/2019,10:01,Credit card,114.9,4.761904762,5.745,6.8
0.586098638,318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,,2.31,48.51,3/19/2019,12:16,Cash,46.2,4.761904762,2.31,6.3
0.557144083,639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,,Five,10.13,212.73,02-03-2019,15:19,Cash,202.6,4.761904762,10.13,4.5
0.661991115,541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2/15/2019,12:31,Cash,241.44,4.761904762,12.072,8.1
0.40788979,613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,1/27/2019,14:28,Cash,143.6,4.761904762,7.18,5.4
0.831291402,380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2/24/2019,18:06,Credit card,402.6,4.761904762,20.13,5
0.445918444,573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,,03-12-2019,16:46,Credit card,39.01,4.761904762,1.9505,4.7
0.732939219,299-29-0180,B,Mandalay,,Female,Home and lifestyle,52.18,7,18.263,383.523,03-09-2019,10:54,Cash,365.26,4.761904762,18.263,9.3
0.332129101,593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,03-05-2019,19:40,Ewallet,763.68,4.761904762,38.184,4.7
0.126849991,438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.858,3/21/2019,15:25,Ewallet,197.96,4.761904762,9.898,6.6
0.508962854,641-96-3695,C,Naypyitaw,,Female,Fashion accessories,43.46,Six,13.038,273.798,02-07-2019,17:55,,260.76,4.761904762,13.038,8.5
0.479815036,470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,46.683,03-01-2019,11:30,Credit card,44.46,4.761904762,2.223,8.7
0.541331679,837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,,1,2.372,49.812,2/22/2019,18:19,,47.44,4.761904762,2.372,6.8
0.32726568,752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,22.428,470.988,2/19/2019,19:29,Credit card,448.56,4.761904762,22.428,7.3
0.698715234,711-31-1234,B,Mandalay,,Female,Electronic accessories,,4,19.128,401.688,3/16/2019,18:51,Cash,382.56,4.761904762,19.128,7.9
0.727998101,732-94-0499,C,Naypyitaw,Normal,Female,Electronic accessories,41.65,10,20.825,437.325,1/13/2019,17:04,Credit card,416.5,4.761904762,20.825,5.4
0.493424908,132-23-6451,A,Yangon,Member,Male,Health and beauty,,Five,5.2425,110.0925,01-04-2019,13:21,Cash,104.85,4.761904762,5.2425,7.8
0.056531783,377-79-7592,C,Naypyitaw,,Female,Electronic accessories,44.84,9,20.178,423.738,1/14/2019,14:00,Credit card,403.56,4.761904762,20.178,7.5
0.418641362,173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,84.756,2/13/2019,12:14,Credit card,80.72,4.761904762,4.036,5
0.291575512,605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,,3/15/2019,16:26,Ewallet,54.36,4.761904762,2.718,4.3
0.628128349,875-31-8302,B,Mandalay,Normal,Male,Sports and travel,,1,4.669,98.049,01-03-2019,13:07,Cash,93.38,4.761904762,4.669,9.6
0.332728314,210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.464,93.744,3/14/2019,11:16,Ewallet,89.28,4.761904762,4.464,4.1
0.806119686,420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,Five,17.8475,374.7975,2/17/2019,19:57,Credit card,356.95,4.761904762,17.8475,5.5
0.802147427,152-08-9985,B,Mandalay,Member,Male,Health and beauty,64.36,9,28.962,,03-12-2019,12:09,,579.24,4.761904762,28.962,8.6
0.658127268,827-26-2100,A,Yangon,,Male,Home and lifestyle,33.84,9,15.228,319.788,3/21/2019,16:21,Ewallet,304.56,4.761904762,15.228,8.8
0.359844274,150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,,2/14/2019,15:04,Cash,133.95,4.761904762,6.6975,6.2
0.125105226,593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,,13.962,293.202,1/28/2019,20:50,Credit card,279.24,4.761904762,13.962,5.9
0.089301938,347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.939,1/16/2019,18:03,Credit card,635.18,4.761904762,31.759,6.2
0.422227948,727-17-0390,A,Yangon,Normal,Female,Food and beverages,,Five,15.9025,333.9525,3/16/2019,12:43,Ewallet,318.05,4.761904762,15.9025,4.8
0.827116697,846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57,7,14.8995,312.8895,01-06-2019,11:51,Cash,297.99,4.761904762,14.8995,6.8
0.873264255,271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,,10,48.605,1020.705,02-08-2019,13:00,Credit card,3472.1,4.761904762,48.605,8.7
0.502021576,186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,,1,4.0755,,1/22/2019,10:57,,81.51,4.761904762,4.0755,9.2
0.233213487,871-39-9221,C,Naypyitaw,Normal,Female,Electronic accessories,12.45,Six,3.735,78.435,02-09-2019,13:11,,74.7,4.761904762,3.735,4.1
0.466121477,138-17-5109,A,Yangon,Member,Female,Home and lifestyle,,9,40.1445,843.0345,1/15/2019,15:42,Credit card,802.89,4.761904762,40.1445,6.5
0.037955579,642-32-2990,A,Yangon,Normal,Female,Food and beverages,10.96,10,5.48,115.08,02-02-2019,20:48,,109.6,4.761904762,5.48,6
0.344421286,137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,4.876,102.396,3/13/2019,12:47,Ewallet,97.52,4.761904762,4.876,6.8
0.928833703,189-98-2939,,Naypyitaw,Normal,Male,Fashion accessories,78.55,9,35.3475,742.2975,03-01-2019,13:22,Cash,706.95,4.761904762,35.3475,7.2
0.485452144,556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,1/13/2019,19:30,Cash,74.29,4.761904762,3.7145,5
0.568918542,471-41-2823,C,Naypyitaw,,Male,Food and beverages,99.79,2,9.979,,03-07-2019,20:37,Ewallet,199.58,4.761904762,9.979,8
0.758215044,134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.762,142.002,3/25/2019,18:51,Cash,135.24,4.761904762,6.762,6.9
0.957077016,648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.475,618.975,02-07-2019,14:27,Ewallet,589.5,4.761904762,29.475,8.1
0.436919186,235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,,,13.83,290.43,2/14/2019,11:26,Credit card,276.6,4.761904762,13.83,8.9
0.630608783,183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,99.42,4,19.884,417.564,02-06-2019,10:42,Ewallet,397.68,4.761904762,19.884,7.5
0.219093467,151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.226,,1/19/2019,11:43,Ewallet,224.52,4.761904762,11.226,8.6
0.242345913,325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,,10,23.285,488.985,1/27/2019,13:58,Cash,465.7,4.761904762,23.285,7.6
0.735147507,544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.958,209.118,3/28/2019,19:16,Credit card,199.16,4.761904762,9.958,6.4
0.076769495,835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,Five,3.675,77.175,3/24/2019,13:48,Ewallet,73.5,4.761904762,3.675,8.5
0.137506824,824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,1/25/2019,15:00,Ewallet,274.48,4.761904762,13.724,5.7
0.951971498,302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,Six,13.959,293.139,03-03-2019,10:54,Credit card,279.18,4.761904762,13.959,4.3
0.629084119,759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,9,22.032,462.672,03-04-2019,11:27,Cash,440.64,4.761904762,22.032,8
0.931930193,593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,3/24/2019,14:49,Cash,74.86,4.761904762,3.743,6.9
0.945498984,528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.865,2/14/2019,14:42,Ewallet,91.3,4.761904762,4.565,9.2
0.630553848,734-91-1155,B,Mandalay,,Female,Electronic accessories,45.71,3,6.8565,143.9865,3/26/2019,10:34,Credit card,137.13,4.761904762,6.8565,7.7
0.989388614,400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.388,680.148,1/28/2019,13:05,Cash,647.76,4.761904762,32.388,9.3
0.380524537,423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,1/30/2019,19:42,,152.8,4.761904762,7.64,6.5
0.25625185,247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,4.464,93.744,03-01-2019,16:23,Credit card,89.28,4.761904762,4.464,4.4
0.74303056,243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,,2/27/2019,11:40,,744.4,4.761904762,37.22,5.1
0.698561423,760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,Six,22.353,469.413,3/20/2019,15:08,Ewallet,447.06,4.761904762,22.353,5
0.761905082,109-28-2512,B,Mandalay,Member,Female,Fashion accessories,97.61,Six,29.283,614.943,01-07-2019,15:01,Ewallet,585.66,4.761904762,29.283,9.9
0.932031362,263-10-3913,C,Naypyitaw,Member,Male,Fashion accessories,49.04,9,22.068,,01-09-2019,14:20,Credit card,441.36,4.761904762,22.068,8.6
0.660847893,685-64-1609,A,Yangon,Member,Female,Fashion accessories,,10,15.07,316.47,02-10-2019,12:28,Ewallet,301.4,4.761904762,15.07,9.2
0.343282749,549-59-1358,A,Yangon,Member,Male,Sports and travel,88.63,3,13.2945,,03-02-2019,17:36,Ewallet,265.89,4.761904762,13.2945,6
0.958635844,704-11-6354,A,Yangon,Member,Male,Home and lifestyle,,,23.56,494.76,01-06-2019,11:23,Cash,471.2,4.761904762,23.56,8.9
0.799739352,339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,125.706,1/13/2019,14:55,Ewallet,119.72,4.761904762,5.986,6.7
0.55018502,191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.885,207.585,2/27/2019,18:57,Credit card,197.7,4.761904762,9.885,5
0.064998917,482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,,1/19/2019,12:47,Credit card,35.82,4.761904762,1.791,8.1
0.389493989,355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,152.019,1/13/2019,19:55,Credit card,144.78,4.761904762,7.239,8.1
0.529248355,364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,Five,4.4075,92.5575,03-08-2019,15:27,Cash,88.15,4.761904762,4.4075,8.5
0.881553861,554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,01-09-2019,13:45,Cash,954.4,4.761904762,47.72,5.2
0.281106346,687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,02-08-2019,16:20,Credit card,989.8,4.761904762,49.49,8.7
0.779086209,305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,211.365,2/15/2019,10:36,Cash,201.3,4.761904762,10.065,7.5
0.518666451,665-32-9167,A,Yangon,Member,Female,Health and beauty,36.26,2,3.626,76.146,01-10-2019,17:15,Credit card,72.52,4.761904762,3.626,7.2
0.128768678,728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.918,250.278,1/19/2019,12:46,,238.36,4.761904762,11.918,9.8
0.130366445,324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,03-03-2019,19:30,Ewallet,241.6,4.761904762,12.08,5.1
0.002241532,746-04-1077,B,Mandalay,Member,Female,Food and beverages,84.63,10,42.315,888.615,01-01-2019,11:36,Credit card,846.3,4.761904762,42.315,9
0.386475876,870-54-3162,A,Yangon,Normal,Female,Sports and travel,32.25,Five,8.0625,169.3125,1-27-2019,13:26,Cash,4161.25,4.761904762,8.0625,9
0.471028775,583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,1/31/2019,16:24,Ewallet,148.24,4.761904762,7.412,9.7
0.093857623,162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.449,72.429,1/21/2019,20:13,Cash,68.98,4.761904762,3.449,4.8
0.471094649,236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,3/26/2019,10:31,Ewallet,146.79,4.761904762,7.3395,8.4
0.168146861,198-84-7132,B,Mandalay,Member,Male,Fashion accessories,,9,18.2745,383.7645,01-02-2019,13:40,,365.49,4.761904762,18.2745,7
0.141301475,610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,03-03-2019,20:31,Credit card,202.65,4.761904762,10.1325,6
0.743865604,593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.775,16.275,3/19/2019,15:23,,15.5,4.761904762,0.775,7.4
0.484263574,860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.887,03-02-2019,16:16,Credit card,78.94,4.761904762,3.947,5
0.442391088,346-12-3257,B,Mandalay,Member,Male,Electronic accessories,,9,8.658,,03-04-2019,16:28,Cash,173.16,4.761904762,8.658,8
0.75305239,269-10-8440,A,Yangon,Member,Male,Health and beauty,,7,18.6095,390.7995,1/21/2019,18:01,Cash,372.19,4.761904762,18.6095,8.9
0.866881839,748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,,5.662,118.902,03-07-2019,18:35,Cash,113.24,4.761904762,5.662,8.2
0.048048709,651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,,,9.244,194.124,03-12-2019,20:04,Credit card,184.88,4.761904762,9.244,6.2
0.24282442,394-30-3170,B,Mandalay,,Female,Sports and travel,,8,35.372,742.812,3/22/2019,19:35,Credit card,707.44,4.761904762,35.372,4.3
0.894191381,880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,02-05-2019,11:51,Ewallet,225.6,4.761904762,11.28,4.8
0.695260241,821-07-3596,C,Naypyitaw,,Female,Fashion accessories,,4,3.29,69.09,03-07-2019,14:53,Ewallet,65.8,4.761904762,3.29,5.6
0.647640123,416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,01-01-2019,14:42,Credit card,742.2,4.761904762,37.11,4.3
0.268795239,679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.062,85.302,1/17/2019,10:01,Credit card,81.24,4.761904762,4.062,4.1
0.711863335,278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.851,164.871,3/27/2019,14:03,Cash,157.02,4.761904762,7.851,9.2
0.681730603,894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.272,362.712,1/19/2019,19:39,Credit card,345.44,4.761904762,17.272,8.3
0.86446721,751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,,9,44.658,937.818,3/19/2019,19:09,Ewallet,893.16,4.761904762,44.658,9
0.741881848,831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,,Five,9.9375,208.6875,2/22/2019,10:43,Ewallet,198.75,4.761904762,9.9375,9.6
0.880002845,509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,02-09-2019,12:02,Ewallet,183.88,4.761904762,9.194,5.1
0.953068889,420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,3/18/2019,11:29,Ewallet,299.1,4.761904762,14.955,4.7
0.372094914,731-59-7531,B,Mandalay,Member,Male,Health and beauty,,8,29.028,609.588,3/30/2019,17:58,Cash,580.56,4.761904762,29.028,4.6
0.164603892,631-41-3108,A,Yangon,Normal,Male,Home and lifestyle,46.33,7,16.2155,340.5255,03-03-2019,13:23,Credit card,324.31,4.761904762,16.2155,7.4
0.198770544,296-11-7041,B,Mandalay,Member,Female,Health and beauty,,1,1.3535,28.4235,01-12-2019,20:07,Credit card,27.07,4.761904762,1.3535,5.3
0.604085493,305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,03-03-2019,19:00,Ewallet,755.92,4.761904762,37.796,7.5
0.16674394,699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,03-12-2019,19:58,Credit card,166,4.761904762,8.3,8.2
0.889660801,227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,02-10-2019,20:51,,781.3,4.761904762,39.065,4.4
0.078767331,563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2/13/2019,18:27,Ewallet,76.82,4.761904762,3.841,7.2
0.212269829,848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,03-05-2019,17:43,,163.82,4.761904762,8.191,7.8
0.34312955,453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,03-01-2019,15:40,Ewallet,82.5,4.761904762,4.125,6.5
0.266439647,286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,1/16/2019,20:03,Credit card,156.84,4.761904762,7.842,9
0.303054125,266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,,3,5.79,121.59,3/28/2019,13:57,Ewallet,115.8,4.761904762,5.79,7.5
0.200360389,751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,01-12-2019,16:18,Ewallet,975,4.761904762,48.75,8
0.484380857,710-46-4433,B,Mandalay,Member,Female,Food and beverages,,9,34.83,731.43,2/15/2019,14:15,Credit card,696.6,4.761904762,34.83,4.5
0.171193232,375-72-3056,B,Mandalay,,Male,Sports and travel,63.06,3,9.459,198.639,1/19/2019,15:58,,189.18,4.761904762,9.459,7
0.382690857,343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,01-09-2019,16:34,Cash,94.8,4.761904762,4.74,4.1
0.159498925,605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,3/25/2019,18:02,Cash,47.4,4.761904762,2.37,9.5
0.474545713,750-67-8428,A,Yangon,Member,Female,Health and beauty,74.69,7,26.1415,548.9715,01-05-2019,13:08,Ewallet,522.83,4.761904762,26.1415,9.1
0.171716136,794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,5.567,116.907,3/27/2019,15:08,,111.34,4.761904762,5.567,6
0.493247859,714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.88,207.48,2/21/2019,11:39,Cash,197.6,4.761904762,9.88,7.7
0.042252897,468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,03-03-2019,17:36,Cash,352.08,4.761904762,17.604,8.8
0.168177705,569-76-2760,A,Yangon,,Female,Sports and travel,22.01,4,4.402,92.442,1/29/2019,18:15,Credit card,88.04,4.761904762,4.402,6.6
0.098350686,411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,20:14,Ewallet,505.4,4.761904762,25.27,4.3
0.468201585,566-71-1091,A,Yangon,,Male,Fashion accessories,77.02,Five,19.255,404.355,02-03-2019,15:59,,385.1,4.761904762,19.255,5.5
0.019370898,549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,,4,3.408,,03-08-2019,20:15,Ewallet,68.16,4.761904762,3.408,7
0.219974212,191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,,7,13.867,291.207,1/25/2019,13:18,Cash,277.34,4.761904762,13.867,7.5
0.075627642,325-77-6186,A,Yagon,,Female,Home and lifestyle,,10,45.325,951.825,03-08-2019,10:53,Ewallet,906.5,4.761904762,45.325,7.3
0.218369544,651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,03-03-2019,20:06,Credit card,1.78,4.761904762,2.3205,4
0.257469208,313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,3/27/2019,20:29,Credit card,87.45,4.761904762,4.3725,7.3
0.33463289,145-94-9061,B,Mandalay,Normal,Female,Food and beverages,88.36,Five,22.09,463.89,1/25/2019,19:48,Cash,441.8,4.761904762,22.09,9.6
0.069616937,189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,3/14/2019,12:07,Cash,696.85,4.761904762,34.8425,7.6
0.26336673,726-27-2396,A,Yangon,,Female,Health and beauty,77.5,Five,19.375,406.875,1/24/2019,20:36,Ewallet,387.5,4.761904762,19.375,4.3
0.985772594,749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.934,397.614,03-11-2019,12:04,Cash,378.68,4.761904762,18.934,6.8
0.067532428,545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832,122.472,2/14/2019,12:42,Ewallet,116.64,4.761904762,5.832,6
0.713574409,333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,,8,21.968,461.328,3/23/2019,13:24,Ewallet,439.36,4.761904762,21.968,7.6
0.004040892,132-32-9879,B,Mandalay,Member,Female,Electronic accessories,,4,18.792,394.632,03-09-2019,18:00,Cash,375.84,4.761904762,18.792,9.5
0.246384893,510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,Six,6.924,145.404,1/24/2019,19:20,,138.48,4.761904762,6.924,4.9
0.575409158,189-08-9157,C,Naypyitaw,Normal,Female,Fashion accessories,31.73,9,14.2785,299.8485,01-08-2019,16:17,Credit card,285.57,4.761904762,14.2785,5.9
0.743311994,489-82-1237,A,Yangon,,Female,,93.88,7,32.858,690.018,01-05-2019,11:51,Credit card,657.16,4.761904762,32.858,7.3
0.38102521,707-32-7409,B,Mandalay,Member,Female,Sports and travel,,4,19.108,,2/26/2019,11:58,Ewallet,382.16,4.761904762,19.108,4.5
0.236374032,678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,1/18/2019,15:28,Cash,815.67,4.761904762,40.7835,5.1
0.826382361,186-43-8965,A,Yangon,Member,Female,,47.68,2,4.768,100.128,2/24/2019,10:10,Credit card,95.36,4.761904762,4.768,4.1
0.131546579,785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,1/14/2019,19:06,Credit card,511.42,4.761904762,25.571,4.2
0.861708539,101-81-4070,,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.282,131.922,1/17/2019,12:36,Ewallet,125.64,4.761904762,6.282,4.9
0.432162818,551-21-3069,C,Naypyitaw,Normal,Female,Electronic accessories,23.07,9,10.3815,218.0115,02-01-2019,11:27,Cash,207.63,4.761904762,10.3815,4.9
